table,offset,name,type,description
Table 8-948: por_rni_cfg register summary,0xD900,por_rni_pmu_event_sel,RW,por_rni_pmu_event_sel
Table 8-965: por_rnsam_cfg register summary,0x0,por_rnsam_node_info,RO,por_rnsam_node_info
Table 8-965: por_rnsam_cfg register summary,0x80,por_rnsam_child_info,RO,por_rnsam_child_info
Table 8-965: por_rnsam_cfg register summary,0x980,por_rnsam_scr,RW,por_rnsam_scr
Table 8-965: por_rnsam_cfg register summary,0x988,por_rnsam_rcr,RW,por_rnsam_rcr
Table 8-965: por_rnsam_cfg register summary,0x900,por_rnsam_unit_info,RO,por_rnsam_unit_info
Table 8-965: por_rnsam_cfg register summary,0x908,por_rnsam_unit_info1,RO,por_rnsam_unit_info1
Table 8-965: por_rnsam_cfg register summary,{0-23} 0xC00 : 0xCB8; {24-151} 0x20C0 : 0x24B8,non_hash_mem_region_reg0-127,RW,non_hash_mem_region_reg0-127
Table 8-965: por_rnsam_cfg register summary,{0-23} 0xCC0 : 0xD78; {24-151} 0x24C0 : 0x28B8,non_hash_mem_region_cfg2_reg0-127,RW,non_hash_mem_region_cfg2_reg0-127
Table 8-965: por_rnsam_cfg register summary,{0-15} 0xD80 : 0xDF8; {16-47} 0x2880 : 0x2978,non_hash_tgt_nodeid0-31,RW,non_hash_tgt_nodeid0-31
Table 8-965: por_rnsam_cfg register summary,0x11A0,cml_port_aggr_mode_ctrl_reg,RW,cml_port_aggr_mode_ctrl_reg
Table 8-965: por_rnsam_cfg register summary,{0-3} 0x11A0 : 0x11B8; {4-19} 0x2A20 : 0x2A98,cml_port_aggr_mode_ctrl_reg1-12,RW,cml_port_aggr_mode_ctrl_reg1-12
Table 8-965: por_rnsam_cfg register summary,{0-7} 0xE00 : 0xE38; {8-31} 0x3040 : 0x30F8,hashed_tgt_grp_cfg1_region4-31,RW,hashed_tgt_grp_cfg1_region4-31
Table 8-965: por_rnsam_cfg register summary,{0-31} 0x3100 : 0x31F8,hashed_tgt_grp_cfg2_region0-31,RW,hashed_tgt_grp_cfg2_region0-31
Table 8-965: por_rnsam_cfg register summary,{0-7} 0xE40 : 0xE78; {8-31} 0x3240 : 0x32F8,sys_cache_grp_secondary_reg0-3,RW,sys_cache_grp_secondary_reg0-3
Table 8-965: por_rnsam_cfg register summary,{0-7} 0xE40 : 0xE78; {8-31} 0x3240 : 0x32F8,hashed_target_grp_secondary_cfg1_reg4-31,RW,hashed_target_grp_secondary_cfg1_reg4-31
Table 8-965: por_rnsam_cfg register summary,{0-31} 0x3300 : 0x33F8,hashed_target_grp_secondary_cfg2_reg0-31,RW,hashed_target_grp_secondary_cfg2_reg0-31
Table 8-965: por_rnsam_cfg register summary,{0-31} 0x3400 : 0x34F8,hashed_target_grp_hash_cntl_reg0-31,RW,hashed_target_grp_hash_cntl_reg0-31
Table 8-965: por_rnsam_cfg register summary,0xEA0,sys_cache_group_hn_count,RW,sys_cache_group_hn_count
Table 8-965: por_rnsam_cfg register summary,{0-1} 0xEA0 : 0xEA8; {2-3} 0x3710 : 0x3718,hashed_target_group_hn_count_reg1-3,RW,hashed_target_group_hn_count_reg1-3
Table 8-965: por_rnsam_cfg register summary,0xEC0,sys_cache_grp_nonhash_nodeid,RW,sys_cache_grp_nonhash_nodeid
Table 8-965: por_rnsam_cfg register summary,{0-5} 0xEC0 : 0xEE8; {6-9} 0x3800 : 0x3818,hashed_target_grp_nonhash_nodeid_reg1-6,RW,hashed_target_grp_nonhash_nodeid_reg1-6
Table 8-965: por_rnsam_cfg register summary,{0-31} 0xF00 : 0xFF8,sys_cache_grp_hn_nodeid_reg0-15,RW,sys_cache_grp_hn_nodeid_reg0-15
Table 8-965: por_rnsam_cfg register summary,{0-31} 0xF00 : 0xFF8; {32-63} 0x3600 : 0x36F8,hashed_target_grp_hnf_nodeid_reg16-31,RW,hashed_target_grp_hnf_nodeid_reg16-31
Table 8-965: por_rnsam_cfg register summary,{0-31} 0x3600 : 0x36F8,hashed_target_grp_hnp_nodeid_reg0-15,RW,hashed_target_grp_hnp_nodeid_reg0-15
Table 8-965: por_rnsam_cfg register summary,{0-7} 0x1900 : 0x1938,hashed_target_grp_misc_nodeid_reg0-7,RW,hashed_target_grp_misc_nodeid_reg0-7
Table 8-965: por_rnsam_cfg register summary,0x1980,hashed_target_grp_misc_tgts_lcn_bound_cfg_reg0,RW,hashed_target_grp_misc_tgts_lcn_bound_cfg_reg0
Table 8-965: por_rnsam_cfg register summary,{0-7} 0x1800 : 0x1838,hashed_tgt_override_cam_reg0-7,RW,hashed_tgt_override_cam_reg0-7
Table 8-965: por_rnsam_cfg register summary,0x1120,sys_cache_grp_cal_mode_reg,RW,sys_cache_grp_cal_mode_reg
Table 8-965: por_rnsam_cfg register summary,{0-3} 0x1120 : 0x1138; {4-7} 0x37A0 : 0x37B8,hashed_target_grp_cal_mode_reg1-7,RW,hashed_target_grp_cal_mode_reg1-7
Table 8-965: por_rnsam_cfg register summary,0x1180,sys_cache_grp_hn_cpa_en_reg,RW,sys_cache_grp_hn_cpa_en_reg
Table 8-965: por_rnsam_cfg register summary,{0-1} 0x1180 : 0x1188; {2-3} 0x3730 : 0x3738,hashed_target_grp_hnf_cpa_en_reg1-1,RW,hashed_target_grp_hnf_cpa_en_reg1-1
Table 8-965: por_rnsam_cfg register summary,{0-15} 0x3900 : 0x3978,hashed_target_grp_cpag_perhnf_reg0-15,RW,hashed_target_grp_cpag_perhnf_reg0-15
Table 8-965: por_rnsam_cfg register summary,0x1190,sys_cache_grp_hn_cpa_grp_reg,RW,sys_cache_grp_hn_cpa_grp_reg
Table 8-965: por_rnsam_cfg register summary,{0-1} 0x1190 : 0x1198; {2-9} 0x3750 : 0x3788,hashed_target_grp_cpa_grp_reg1-7,RW,hashed_target_grp_cpa_grp_reg1-7
Table 8-965: por_rnsam_cfg register summary,{0-3} 0x37C0 : 0x37D8,hashed_target_grp_hnf_lcn_bound_cfg_reg0-1,RW,hashed_target_grp_hnf_lcn_bound_cfg_reg0-1
Table 8-965: por_rnsam_cfg register summary,{0-1} 0x37E0 : 0x37E8,hashed_target_grp_hnf_target_type_override_cfg_reg0-1,RW,hashed_target_grp_hnf_target_type_override_cfg_reg0-1
Table 8-965: por_rnsam_cfg register summary,{0-31} 0x3A00 : 0x3AF8,hashed_target_grp_compact_cpag_ctrl0-31,RW,hashed_target_grp_compact_cpag_ctrl0-31
Table 8-965: por_rnsam_cfg register summary,{0-31} 0x3B00 : 0x3BF8,hashed_target_grp_compact_hash_ctrl0-31,RW,hashed_target_grp_compact_hash_ctrl0-31
Table 8-965: por_rnsam_cfg register summary,0xE80,rnsam_hash_addr_mask_reg,RW,rnsam_hash_addr_mask_reg
Table 8-965: por_rnsam_cfg register summary,0xE88,rnsam_hash_axi_id_mask_reg,RW,rnsam_hash_axi_id_mask_reg
Table 8-965: por_rnsam_cfg register summary,0xE90,rnsam_region_cmp_addr_mask_reg,RW,rnsam_region_cmp_addr_mask_reg
Table 8-965: por_rnsam_cfg register summary,{0-5} 0x11C0 : 0x11E8; {6-37} 0x2B30 : 0x2C28,cml_port_aggr_grp0-31_add_mask,RW,cml_port_aggr_grp0-31_add_mask
Table 8-965: por_rnsam_cfg register summary,{0-7} 0x2B00 : 0x2B38,cml_cpag_base_indx_grp0-3,RW,cml_cpag_base_indx_grp0-3
Table 8-965: por_rnsam_cfg register summary,{0-2} 0x11F0 : 0x1200; {3-14} 0x2C18 : 0x2C70,cml_port_aggr_grp_reg0-12,RW,cml_port_aggr_grp_reg0-12
Table 8-965: por_rnsam_cfg register summary,0x1208,cml_port_aggr_ctrl_reg,RW,cml_port_aggr_ctrl_reg
Table 8-965: por_rnsam_cfg register summary,{0-15} 0x1208 : 0x1280,cml_port_aggr_ctrl_reg1-6,RW,cml_port_aggr_ctrl_reg1-6
Table 8-965: por_rnsam_cfg register summary,0xEB0,sys_cache_grp_sn_attr,RW,sys_cache_grp_sn_attr
Table 8-965: por_rnsam_cfg register summary,0xEB8,sys_cache_grp_sn_attr1,RW,sys_cache_grp_sn_attr1
Table 8-965: por_rnsam_cfg register summary,{0-7} 0x1140 : 0x1178,sys_cache_grp_sn_sam_cfg0-3,RW,sys_cache_grp_sn_sam_cfg0-3
Table 8-965: por_rnsam_cfg register summary,{0-15} 0x1280 : 0x12F8,sam_qos_mem_region_reg0-15,RW,sam_qos_mem_region_reg0-15
Table 8-965: por_rnsam_cfg register summary,{0-15} 0x1340 : 0x13B8,sam_qos_mem_region_cfg2_reg0-15,RW,sam_qos_mem_region_cfg2_reg0-15
Table 8-965: por_rnsam_cfg register summary,0xE18,{0-511} sam_scg0-511/64_prefetch_nonhashed_mem_region_,-,-
Table 8-965: por_rnsam_cfg register summary, : 0x4FF8,{0-511} sam_scg0-511/64_prefetch_nonhashed_mem_region_,-,-
Table 8-965: por_rnsam_cfg register summary,{0-63} 0x6000 : 0x61F8,sam_scg0-63/8_prefetch_hashed_region_cfg1_reg0-63%8,RW,sam_scg0-63/8_prefetch_hashed_region_cfg1_reg0-63%8
Table 8-965: por_rnsam_cfg register summary,{0-63} 0x6200 : 0x63F8,sam_scg0-63/8_prefetch_hashed_region_cfg2_reg0-63%8,RW,sam_scg0-63/8_prefetch_hashed_region_cfg2_reg0-63%8
Table 8-965: por_rnsam_cfg register summary,{0-63} 0x6400 : 0x65F8,sam_scg0-63/8_prefetch_hashed_region_cfg3_reg0-63%8,RW,sam_scg0-63/8_prefetch_hashed_region_cfg3_reg0-63%8
Table 8-965: por_rnsam_cfg register summary,{0-31} 0x1000 : 0x10F8,sys_cache_grp_sn_nodeid_reg0-31,RW,sys_cache_grp_sn_nodeid_reg0-31
Table 8-965: por_rnsam_cfg register summary,{0-63} 0x1400 : 0x15F8,sys_cache_grp_region0-63/32_sn_nodeid_reg0-63%32,RW,sys_cache_grp_region0-63/32_sn_nodeid_reg0-63%32
Table 8-965: por_rnsam_cfg register summary,{0-31} 0x6600 : 0x66F8,sys_cache_grp_hashed_regions_sn_nodeid_reg0-31,RW,sys_cache_grp_hashed_regions_sn_nodeid_reg0-31
Table 8-965: por_rnsam_cfg register summary, : 0x5FF8,{0-3} sys_cache_grp_hashed_regions_cxg_sa_nodeid_reg0-3,-,-
Table 8-965: por_rnsam_cfg register summary,0x1100,rnsam_status,RW,rnsam_status
Table 8-965: por_rnsam_cfg register summary,0x1108,gic_mem_region_reg,RW,gic_mem_region_reg
Table 8-965: por_rnsam_cfg register summary,0x1110,dsu_hni_region_reg,RW,dsu_hni_region_reg
Table 8-965: por_rnsam_cfg register summary,{0-7} 0x1600 : 0x1638,sam_generic_regs0-7,RW,sam_generic_regs0-7
Table 8-1031: por_sbsx_cfg register summary,0x0,por_sbsx_node_info,RO,por_sbsx_node_info
Table 8-1031: por_sbsx_cfg register summary,0x80,por_sbsx_child_info,RO,por_sbsx_child_info
Table 8-1031: por_sbsx_cfg register summary,0x980,por_sbsx_rcr,RW,por_sbsx_rcr
Table 8-1031: por_sbsx_cfg register summary,0x988,por_sbsx_scr,RW,por_sbsx_scr
Table 8-1031: por_sbsx_cfg register summary,0x900,por_sbsx_unit_info,RO,por_sbsx_unit_info
Table 8-1031: por_sbsx_cfg register summary,0xA00,por_sbsx_cfg_ctl,RW,por_sbsx_cfg_ctl
Table 8-1031: por_sbsx_cfg register summary,0xA08,por_sbsx_aux_ctl,RW,por_sbsx_aux_ctl
Table 8-1031: por_sbsx_cfg register summary,0xA10,por_sbsx_datasource_ctl,RW,por_sbsx_datasource_ctl
Table 8-1031: por_sbsx_cfg register summary,0xA18,por_sbsx_cbusy_limit_ctl,RW,por_sbsx_cbusy_limit_ctl
Table 8-1031: por_sbsx_cfg register summary,0xE000,por_sbsx_errfr,RO,por_sbsx_errfr
Table 8-1031: por_sbsx_cfg register summary,0xE008,por_sbsx_errctlr,RW,por_sbsx_errctlr
Table 8-1031: por_sbsx_cfg register summary,0xE010,por_sbsx_errstatus,W1C,por_sbsx_errstatus
Table 8-1031: por_sbsx_cfg register summary,0xE018,por_sbsx_erraddr,RW,por_sbsx_erraddr
Table 8-1031: por_sbsx_cfg register summary,0xE028,por_sbsx_errmisc1,RW,por_sbsx_errmisc1
Table 8-1031: por_sbsx_cfg register summary,0xE800,por_sbsx_errpfgf,RO,por_sbsx_errpfgf
Table 8-1031: por_sbsx_cfg register summary,0xE808,por_sbsx_errpfgctl,RW,por_sbsx_errpfgctl
Table 8-1031: por_sbsx_cfg register summary,0xE810,por_sbsx_errpfgcdn,RW,por_sbsx_errpfgcdn
Table 8-1031: por_sbsx_cfg register summary,0xE040,por_sbsx_errfr_NS,RO,por_sbsx_errfr_NS
Table 8-1031: por_sbsx_cfg register summary,0xE048,por_sbsx_errctlr_NS,RW,por_sbsx_errctlr_NS
Table 8-1031: por_sbsx_cfg register summary,0xE050,por_sbsx_errstatus_NS,W1C,por_sbsx_errstatus_NS
Table 8-1031: por_sbsx_cfg register summary,0xE058,por_sbsx_erraddr_NS,RW,por_sbsx_erraddr_NS
Table 8-1031: por_sbsx_cfg register summary,0xE068,por_sbsx_errmisc1_NS,RW,por_sbsx_errmisc1_NS
Table 8-1031: por_sbsx_cfg register summary,0xE840,por_sbsx_errpfgf_NS,RO,por_sbsx_errpfgf_NS
Table 8-1031: por_sbsx_cfg register summary,0xE848,por_sbsx_errpfgctl_NS,RW,por_sbsx_errpfgctl_NS
Table 8-1031: por_sbsx_cfg register summary,0xE850,por_sbsx_errpfgcdn_NS,RW,por_sbsx_errpfgcdn_NS
Table 8-1031: por_sbsx_cfg register summary,0xED00,por_sbsx_errcapctl,RW,por_sbsx_errcapctl
Table 8-1031: por_sbsx_cfg register summary,0xEE00,por_sbsx_errgsr,RO,por_sbsx_errgsr
Table 8-1031: por_sbsx_cfg register summary,0xEE10,por_sbsx_erriidr,RO,por_sbsx_erriidr
Table 8-1031: por_sbsx_cfg register summary,0xEFA8,por_sbsx_errdevaff,RO,por_sbsx_errdevaff
Table 8-1031: por_sbsx_cfg register summary,0xEFB8,por_sbsx_errdevarch,RO,por_sbsx_errdevarch
Table 8-1031: por_sbsx_cfg register summary,0xEFC8,por_sbsx_errdevid,RO,por_sbsx_errdevid
Table 8-1031: por_sbsx_cfg register summary,0xEFD0,por_sbsx_errpidr45,RO,por_sbsx_errpidr45
Table 8-1031: por_sbsx_cfg register summary,0xEFE0,por_sbsx_errpidr01,RO,por_sbsx_errpidr01
Table 8-1031: por_sbsx_cfg register summary,0xEFE8,por_sbsx_errpidr23,RO,por_sbsx_errpidr23
Table 8-1031: por_sbsx_cfg register summary,0xEFF0,por_sbsx_errcidr01,RO,por_sbsx_errcidr01
Table 8-1031: por_sbsx_cfg register summary,0xEFF8,por_sbsx_errcidr23,RO,por_sbsx_errcidr23
Table 8-1031: por_sbsx_cfg register summary,0xD900,por_sbsx_pmu_event_sel,RW,por_sbsx_pmu_event_sel
