table,offset,name,type,description
Table 8-6: por_apb_cfg register summary,0x0,por_apb_node_info,RO,por_apb_node_info
Table 8-6: por_apb_cfg register summary,0x80,por_apb_child_info,RO,por_apb_child_info
Table 8-6: por_apb_cfg register summary,0x990,por_apb_rcr,RW,por_apb_rcr
Table 8-6: por_apb_cfg register summary,0x998,por_apb_scr,RW,por_apb_scr
Table 8-6: por_apb_cfg register summary,0x980,por_apb_only_access,RW,por_apb_only_access
Table 8-6: por_apb_cfg register summary,0x988,por_axu_control,RW,por_axu_control
Table 8-13: por_ccg_ha_cfg register summary,0x0,por_ccg_ha_node_info,RO,por_ccg_ha_node_info
Table 8-13: por_ccg_ha_cfg register summary,0x8,por_ccg_ha_id,RW,por_ccg_ha_id
Table 8-13: por_ccg_ha_cfg register summary,0x80,por_ccg_ha_child_info,RO,por_ccg_ha_child_info
Table 8-13: por_ccg_ha_cfg register summary,0xA00,por_ccg_ha_cfg_ctl,RW,por_ccg_ha_cfg_ctl
Table 8-13: por_ccg_ha_cfg register summary,0xA08,por_ccg_ha_aux_ctl,RW,por_ccg_ha_aux_ctl
Table 8-13: por_ccg_ha_cfg register summary,0xA10,por_ccg_ha_mpam_control_link0,RW,por_ccg_ha_mpam_control_link0
Table 8-13: por_ccg_ha_cfg register summary,0xA18,por_ccg_ha_mpam_control_link1,RW,por_ccg_ha_mpam_control_link1
Table 8-13: por_ccg_ha_cfg register summary,0xA20,por_ccg_ha_mpam_control_link2,RW,por_ccg_ha_mpam_control_link2
Table 8-13: por_ccg_ha_cfg register summary,0xA50 : 0xA60,por_ccg_ha_link0-2_cache_id_ctl,RW,por_ccg_ha_link0-2_cache_id_ctl
Table 8-13: por_ccg_ha_cfg register summary,0x980,por_ccg_ha_scr,RW,por_ccg_ha_scr
Table 8-13: por_ccg_ha_cfg register summary,0x988,por_ccg_ha_rcr,RW,por_ccg_ha_rcr
Table 8-13: por_ccg_ha_cfg register summary,0x900,por_ccg_ha_unit_info,RO,por_ccg_ha_unit_info
Table 8-13: por_ccg_ha_cfg register summary,0x908,por_ccg_ha_unit_info2,RO,por_ccg_ha_unit_info2
Table 8-13: por_ccg_ha_cfg register summary,0x910,por_ccg_ha_unit_info3,RO,por_ccg_ha_unit_info3
Table 8-13: por_ccg_ha_cfg register summary,0x1C00,por_ccg_ha_agentid_to_linkid_reg0,RW,por_ccg_ha_agentid_to_linkid_reg0
Table 8-13: por_ccg_ha_cfg register summary,0x1CF8,por_ccg_ha_agentid_to_linkid_val,RW,por_ccg_ha_agentid_to_linkid_val
Table 8-13: por_ccg_ha_cfg register summary,0xC00 : 0xCF8,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31,RW,por_ccg_ha_rnf_exp_raid_to_ldid_reg_0-31
Table 8-13: por_ccg_ha_cfg register summary,0xD00 : 0xDF8,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31,RW,por_ccg_ha_link1_rnf_exp_raid_to_ldid_reg_0-31
Table 8-13: por_ccg_ha_cfg register summary,0xE00 : 0xEF8,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31,RW,por_ccg_ha_link2_rnf_exp_raid_to_ldid_reg_0-31
Table 8-13: por_ccg_ha_cfg register summary,0xD900,por_ccg_ha_pmu_event_sel,RW,por_ccg_ha_pmu_event_sel
Table 8-13: por_ccg_ha_cfg register summary,0x1900,por_ccg_ha_cxprtcl_link0_ctl,RW,por_ccg_ha_cxprtcl_link0_ctl
Table 8-13: por_ccg_ha_cfg register summary,0x1908,por_ccg_ha_cxprtcl_link0_status,RO,por_ccg_ha_cxprtcl_link0_status
Table 8-13: por_ccg_ha_cfg register summary,0x1910,por_ccg_ha_cxprtcl_link1_ctl,RW,por_ccg_ha_cxprtcl_link1_ctl
Table 8-13: por_ccg_ha_cfg register summary,0x1918,por_ccg_ha_cxprtcl_link1_status,RO,por_ccg_ha_cxprtcl_link1_status
Table 8-13: por_ccg_ha_cfg register summary,0x1920,por_ccg_ha_cxprtcl_link2_ctl,RW,por_ccg_ha_cxprtcl_link2_ctl
Table 8-13: por_ccg_ha_cfg register summary,0x1928,por_ccg_ha_cxprtcl_link2_status,RO,por_ccg_ha_cxprtcl_link2_status
Table 8-13: por_ccg_ha_cfg register summary,0xA30,por_ccg_ha_datasource_ctl_link0,RW,por_ccg_ha_datasource_ctl_link0
Table 8-13: por_ccg_ha_cfg register summary,0xA38,por_ccg_ha_datasource_ctl_link1,RW,por_ccg_ha_datasource_ctl_link1
Table 8-13: por_ccg_ha_cfg register summary,0xA40,por_ccg_ha_datasource_ctl_link2,RW,por_ccg_ha_datasource_ctl_link2
Table 8-43: por_ccg_ra_cfg register summary,0x0,por_ccg_ra_node_info,RO,por_ccg_ra_node_info
Table 8-43: por_ccg_ra_cfg register summary,0x80,por_ccg_ra_child_info,RO,por_ccg_ra_child_info
Table 8-43: por_ccg_ra_cfg register summary,0x980,por_ccg_ra_scr,RW,por_ccg_ra_scr
Table 8-43: por_ccg_ra_cfg register summary,0x988,por_ccg_ra_rcr,RW,por_ccg_ra_rcr
Table 8-43: por_ccg_ra_cfg register summary,0x900,por_ccg_ra_unit_info,RO,por_ccg_ra_unit_info
Table 8-43: por_ccg_ra_cfg register summary,0x908,por_ccg_ra_unit_info_1,RO,por_ccg_ra_unit_info_1
Table 8-43: por_ccg_ra_cfg register summary,0xA00,por_ccg_ra_cfg_ctl,RW,por_ccg_ra_cfg_ctl
Table 8-43: por_ccg_ra_cfg register summary,0xA08,por_ccg_ra_aux_ctl,RW,por_ccg_ra_aux_ctl
Table 8-43: por_ccg_ra_cfg register summary,0xA10,por_ccg_ra_aux_ctl2,RW,por_ccg_ra_aux_ctl2
Table 8-43: por_ccg_ra_cfg register summary,0xA18,por_ccg_ra_cbusy_limit_ctl,RW,por_ccg_ra_cbusy_limit_ctl
Table 8-43: por_ccg_ra_cfg register summary,0xC00 : 0xC38,por_ccg_ra_sam_addr_region_reg0-7,RW,por_ccg_ra_sam_addr_region_reg0-7
Table 8-43: por_ccg_ra_cfg register summary,0xD00,por_ccg_ra_agentid_to_linkid_val,RW,por_ccg_ra_agentid_to_linkid_val
Table 8-43: por_ccg_ra_cfg register summary,0xD10 : 0xD10,por_ccg_ra_agentid_to_linkid_reg0-0,RW,por_ccg_ra_agentid_to_linkid_reg0-0
Table 8-43: por_ccg_ra_cfg register summary,0xE00 : 0xEF8,por_ccg_ra_rni_ldid_to_exp_raid_reg0-31,RW,por_ccg_ra_rni_ldid_to_exp_raid_reg0-31
Table 8-43: por_ccg_ra_cfg register summary,0xF00 : 0xFF8,por_ccg_ra_rnd_ldid_to_exp_raid_reg0-31,RW,por_ccg_ra_rnd_ldid_to_exp_raid_reg0-31
Table 8-43: por_ccg_ra_cfg register summary,0x1000 : 0x13F8,por_ccg_ra_rnf_ldid_to_exp_raid_reg0-127,RW,por_ccg_ra_rnf_ldid_to_exp_raid_reg0-127
Table 8-43: por_ccg_ra_cfg register summary,0x1400 : 0x15F8,por_ccg_ra_ha_ldid_to_exp_raid_reg0-63,RW,por_ccg_ra_ha_ldid_to_exp_raid_reg0-63
Table 8-43: por_ccg_ra_cfg register summary,0x1600 : 0x1678,por_ccg_ra_hns_ldid_to_exp_raid_reg0-15,RW,por_ccg_ra_hns_ldid_to_exp_raid_reg0-15
Table 8-43: por_ccg_ra_cfg register summary,0x1680 : 0x1A78,por_ccg_ra_rnf_ldid_to_ovrd_ldid_reg0-127,RW,por_ccg_ra_rnf_ldid_to_ovrd_ldid_reg0-127
Table 8-43: por_ccg_ra_cfg register summary,0x1A80 : 0x1B78,por_ccg_ra_cml_port_aggr_grp0-31_addr_mask,RW,por_ccg_ra_cml_port_aggr_grp0-31_addr_mask
Table 8-43: por_ccg_ra_cfg register summary,0x1B80 : 0x1BE0,por_ccg_ra_cml_port_aggr_grp_reg0-12,RW,por_ccg_ra_cml_port_aggr_grp_reg0-12
Table 8-43: por_ccg_ra_cfg register summary,0x1BE8 : 0x1C18,por_ccg_ra_cml_port_aggr_ctrl_reg0-6,RW,por_ccg_ra_cml_port_aggr_ctrl_reg0-6
Table 8-43: por_ccg_ra_cfg register summary,0x1C20 : 0x1E18,por_ccg_ra_ha_ldid_to_ovrd_ldid_reg0-63,RW,por_ccg_ra_ha_ldid_to_ovrd_ldid_reg0-63
Table 8-43: por_ccg_ra_cfg register summary,0x1E38 : 0x2030,por_ccg_ra_ha_ldid_to_exp_raid_cpagen_reg0-63,RW,por_ccg_ra_ha_ldid_to_exp_raid_cpagen_reg0-63
Table 8-43: por_ccg_ra_cfg register summary,0xD900,por_ccg_ra_pmu_event_sel,RW,por_ccg_ra_pmu_event_sel
Table 8-43: por_ccg_ra_cfg register summary,0x4000,por_ccg_ra_ccprtcl_link0_ctl,RW,por_ccg_ra_ccprtcl_link0_ctl
Table 8-43: por_ccg_ra_cfg register summary,0x4008,por_ccg_ra_ccprtcl_link0_status,RO,por_ccg_ra_ccprtcl_link0_status
Table 8-43: por_ccg_ra_cfg register summary,0x4010,por_ccg_ra_ccprtcl_link1_ctl,RW,por_ccg_ra_ccprtcl_link1_ctl
Table 8-43: por_ccg_ra_cfg register summary,0x4018,por_ccg_ra_ccprtcl_link1_status,RO,por_ccg_ra_ccprtcl_link1_status
Table 8-43: por_ccg_ra_cfg register summary,0x4020,por_ccg_ra_ccprtcl_link2_ctl,RW,por_ccg_ra_ccprtcl_link2_ctl
Table 8-43: por_ccg_ra_cfg register summary,0x4028,por_ccg_ra_ccprtcl_link2_status,RO,por_ccg_ra_ccprtcl_link2_status
Table 8-43: por_ccg_ra_cfg register summary,0x4030,ccg_ra_c2c_non_caching_agent_id,RW,ccg_ra_c2c_non_caching_agent_id
Table 8-43: por_ccg_ra_cfg register summary,0xA20,por_ccg_ra_datasource_ctl_link0,RW,por_ccg_ra_datasource_ctl_link0
Table 8-43: por_ccg_ra_cfg register summary,0xA28,por_ccg_ra_datasource_ctl_link1,RW,por_ccg_ra_datasource_ctl_link1
Table 8-43: por_ccg_ra_cfg register summary,0xA30,por_ccg_ra_datasource_ctl_link2,RW,por_ccg_ra_datasource_ctl_link2
Table 8-43: por_ccg_ra_cfg register summary,{0-31} 0x3000 : 0x30F8,ra_rnsam_hashed_tgt_grp_cfg1_region0-31,RW,ra_rnsam_hashed_tgt_grp_cfg1_region0-31
Table 8-43: por_ccg_ra_cfg register summary,{0-31} 0x3100 : 0x31F8,ra_rnsam_hashed_tgt_grp_cfg2_region0-31,RW,ra_rnsam_hashed_tgt_grp_cfg2_region0-31
Table 8-43: por_ccg_ra_cfg register summary,{0-31} 0x3200 : 0x32F8,ra_rnsam_hashed_target_grp_secondary_cfg1_reg0-31,RW,ra_rnsam_hashed_target_grp_secondary_cfg1_reg0-31
Table 8-43: por_ccg_ra_cfg register summary,{0-31} 0x3300 : 0x33F8,ra_rnsam_hashed_target_grp_secondary_cfg2_reg0-31,RW,ra_rnsam_hashed_target_grp_secondary_cfg2_reg0-31
Table 8-43: por_ccg_ra_cfg register summary,{0-31} 0x3400 : 0x34F8,ra_rnsam_hashed_target_grp_hash_cntl_reg0-31,RW,ra_rnsam_hashed_target_grp_hash_cntl_reg0-31
Table 8-43: por_ccg_ra_cfg register summary,{0-3} 0x3700 : 0x3718,ra_rnsam_hashed_target_group_hn_count_reg0-3,RW,ra_rnsam_hashed_target_group_hn_count_reg0-3
Table 8-43: por_ccg_ra_cfg register summary,{0-31} 0x3500 : 0x35F8,ra_rnsam_hashed_target_grp_hnf_nodeid_reg0-31,RW,ra_rnsam_hashed_target_grp_hnf_nodeid_reg0-31
Table 8-43: por_ccg_ra_cfg register summary,{0-7} 0x3780 : 0x37B8,ra_rnsam_hashed_target_grp_cal_mode_reg0-7,RW,ra_rnsam_hashed_target_grp_cal_mode_reg0-7
Table 8-43: por_ccg_ra_cfg register summary,{0-31} 0x3840 : 0x3938,ra_rnsam_hashed_target_grp_compact_hash_ctrl0-31,RW,ra_rnsam_hashed_target_grp_compact_hash_ctrl0-31
Table 8-43: por_ccg_ra_cfg register summary,{0-7} 0x3A00 : 0x3A38,ra_rnsam_hashed_target_grp_misc_nodeid_reg0-7,RW,ra_rnsam_hashed_target_grp_misc_nodeid_reg0-7
Table 8-43: por_ccg_ra_cfg register summary,{0-7} 0x3B00 : 0x3B38,ra_rnsam_hashed_tgt_override_cam_reg0-7,RW,ra_rnsam_hashed_tgt_override_cam_reg0-7
Table 8-43: por_ccg_ra_cfg register summary,0x37C0,ra_rnsam_hash_addr_mask_reg,RW,ra_rnsam_hash_addr_mask_reg
Table 8-43: por_ccg_ra_cfg register summary,0x37C8,ra_rnsam_region_cmp_addr_mask_reg,RW,ra_rnsam_region_cmp_addr_mask_reg
Table 8-43: por_ccg_ra_cfg register summary,0x37D0,ra_rnsam_status,RW,ra_rnsam_status
Table 8-43: por_ccg_ra_cfg register summary,{0-7} 0x3800 : 0x3838,ra_rnsam_sam_generic_regs0-7,RW,ra_rnsam_sam_generic_regs0-7
Table 8-94: por_ccla_cfg register summary,0x0,por_ccla_node_info,RO,por_ccla_node_info
Table 8-94: por_ccla_cfg register summary,0x80,por_ccla_child_info,RO,por_ccla_child_info
Table 8-94: por_ccla_cfg register summary,0x980,por_ccla_scr,RW,por_ccla_scr
Table 8-94: por_ccla_cfg register summary,0x988,por_ccla_rcr,RW,por_ccla_rcr
Table 8-94: por_ccla_cfg register summary,0x910,por_ccla_unit_info,RO,por_ccla_unit_info
Table 8-94: por_ccla_cfg register summary,0xB00,por_ccla_cfg_ctl,RW,por_ccla_cfg_ctl
Table 8-94: por_ccla_cfg register summary,0xB08,por_ccla_aux_ctl,RW,por_ccla_aux_ctl
Table 8-94: por_ccla_cfg register summary,0xB10,por_ccla_c2c_packing_ctl,RW,por_ccla_c2c_packing_ctl
Table 8-94: por_ccla_cfg register summary,0xC00,por_ccla_ccix_prop_capabilities,RO,por_ccla_ccix_prop_capabilities
Table 8-94: por_ccla_cfg register summary,0xC08,por_ccla_cxs_attr_capabilities,RO,por_ccla_cxs_attr_capabilities
Table 8-94: por_ccla_cfg register summary,0xD28,por_ccla_err_agent_id,RW,por_ccla_err_agent_id
Table 8-94: por_ccla_cfg register summary,0xD30,por_ccla_agentid_to_portid_reg0,RW,por_ccla_agentid_to_portid_reg0
Table 8-94: por_ccla_cfg register summary,0xD70,por_ccla_agentid_to_portid_val,RW,por_ccla_agentid_to_portid_val
Table 8-94: por_ccla_cfg register summary,0xD78,por_ccla_portfwd_en,RW,por_ccla_portfwd_en
Table 8-94: por_ccla_cfg register summary,0x1500,por_ccla_ide_freq_factor,RW,por_ccla_ide_freq_factor
Table 8-94: por_ccla_cfg register summary,0x1458,por_ccla_ull_idle_counter,RW,por_ccla_ull_idle_counter
Table 8-94: por_ccla_cfg register summary,0xD80,por_ccla_portfwd_status,RO,por_ccla_portfwd_status
Table 8-94: por_ccla_cfg register summary,0xD88,por_ccla_portfwd_req,RW,por_ccla_portfwd_req
Table 8-94: por_ccla_cfg register summary,0xD90,por_ccla_linkid_to_hops,RW,por_ccla_linkid_to_hops
Table 8-94: por_ccla_cfg register summary,0xE00,por_ccla_cxl_link_rx_credit_ctl,RW,por_ccla_cxl_link_rx_credit_ctl
Table 8-94: por_ccla_cfg register summary,0xE08,por_ccla_cxl_link_rx_credit_return_stat,RO,por_ccla_cxl_link_rx_credit_return_stat
Table 8-94: por_ccla_cfg register summary,0xE10,por_ccla_cxl_link_tx_credit_stat,RO,por_ccla_cxl_link_tx_credit_stat
Table 8-94: por_ccla_cfg register summary,0xE50,por_ccla_cxl_security_policy,RW,por_ccla_cxl_security_policy
Table 8-94: por_ccla_cfg register summary,0xE78,por_ccla_cxl_hdm_decoder_capability,RO,por_ccla_cxl_hdm_decoder_capability
Table 8-94: por_ccla_cfg register summary,0xE80,por_ccla_cxl_hdm_decoder_global_control,RW,por_ccla_cxl_hdm_decoder_global_control
Table 8-94: por_ccla_cfg register summary,0x1040,por_ccla_cxl_hdm_decoder_0-7_base_low,RWL,por_ccla_cxl_hdm_decoder_0-7_base_low
Table 8-94: por_ccla_cfg register summary,0x1080,por_ccla_cxl_hdm_decoder_0-7_base_high,RWL,por_ccla_cxl_hdm_decoder_0-7_base_high
Table 8-94: por_ccla_cfg register summary,0x10C0,por_ccla_cxl_hdm_decoder_0-7_size_low,RWL,por_ccla_cxl_hdm_decoder_0-7_size_low
Table 8-94: por_ccla_cfg register summary,0x1100,por_ccla_cxl_hdm_decoder_0-7_size_high,RWL,por_ccla_cxl_hdm_decoder_0-7_size_high
Table 8-94: por_ccla_cfg register summary,0x1140,por_ccla_cxl_hdm_decoder_0-7_control,RWL,por_ccla_cxl_hdm_decoder_0-7_control
Table 8-94: por_ccla_cfg register summary,0x1180,por_ccla_cxl_hdm_decoder_0-7_dpa_skip_low,RWL,por_ccla_cxl_hdm_decoder_0-7_dpa_skip_low
Table 8-94: por_ccla_cfg register summary,0x11C0,por_ccla_cxl_hdm_decoder_0-7_dpa_skip_high,RWL,por_ccla_cxl_hdm_decoder_0-7_dpa_skip_high
Table 8-94: por_ccla_cfg register summary,0x1200,por_ccla_cxl_dcd_region_base_address_low0-7,RW,por_ccla_cxl_dcd_region_base_address_low0-7
Table 8-94: por_ccla_cfg register summary,0x1240,por_ccla_cxl_dcd_region_base_address_high0-7,RW,por_ccla_cxl_dcd_region_base_address_high0-7
Table 8-94: por_ccla_cfg register summary,0x1280,por_ccla_cxl_dcd_region_max_address_low0-7,RW,por_ccla_cxl_dcd_region_max_address_low0-7
Table 8-94: por_ccla_cfg register summary,0x12C0,por_ccla_cxl_dcd_region_max_address_high0-7,RW,por_ccla_cxl_dcd_region_max_address_high0-7
Table 8-94: por_ccla_cfg register summary,0x1300,por_ccla_cxl_dcd_region_lut_control0-7,RW,por_ccla_cxl_dcd_region_lut_control0-7
Table 8-94: por_ccla_cfg register summary,0x1340,por_ccla_cxl_dcd_write_intf,WO,por_ccla_cxl_dcd_write_intf
Table 8-94: por_ccla_cfg register summary,0x1348,por_ccla_cxl_dcd_read_intf,RW,por_ccla_cxl_dcd_read_intf
Table 8-94: por_ccla_cfg register summary,0xED0,por_ccla_snoop_filter_group_id,RW,por_ccla_snoop_filter_group_id
Table 8-94: por_ccla_cfg register summary,0xED8,por_ccla_snoop_filter_effective_size,RW,por_ccla_snoop_filter_effective_size
Table 8-94: por_ccla_cfg register summary,0xEE0,por_ccla_dvsec_cxl_range_1_base_high,RWL,por_ccla_dvsec_cxl_range_1_base_high
Table 8-94: por_ccla_cfg register summary,0xEE8,por_ccla_dvsec_cxl_range_1_base_low,RWL,por_ccla_dvsec_cxl_range_1_base_low
Table 8-94: por_ccla_cfg register summary,0xEF0,por_ccla_dvsec_cxl_range_2_base_high,RWL,por_ccla_dvsec_cxl_range_2_base_high
Table 8-94: por_ccla_cfg register summary,0xEF8,por_ccla_dvsec_cxl_range_2_base_low,RWL,por_ccla_dvsec_cxl_range_2_base_low
Table 8-94: por_ccla_cfg register summary,0x1000,por_ccla_dvsec_cxl_range_1_size_high,RW,por_ccla_dvsec_cxl_range_1_size_high
Table 8-94: por_ccla_cfg register summary,0x1008,por_ccla_dvsec_cxl_range_1_size_low,RW,por_ccla_dvsec_cxl_range_1_size_low
Table 8-94: por_ccla_cfg register summary,0x1010,por_ccla_dvsec_cxl_range_2_size_high,RW,por_ccla_dvsec_cxl_range_2_size_high
Table 8-94: por_ccla_cfg register summary,0x1018,por_ccla_dvsec_cxl_range_2_size_low,RW,por_ccla_dvsec_cxl_range_2_size_low
Table 8-94: por_ccla_cfg register summary,0xF00,por_ccla_dvsec_cxl_control,RWL,por_ccla_dvsec_cxl_control
Table 8-94: por_ccla_cfg register summary,0xF08,por_ccla_dvsec_cxl_control2,RW,por_ccla_dvsec_cxl_control2
Table 8-94: por_ccla_cfg register summary,0xF10,por_ccla_dvsec_cxl_lock,RW,por_ccla_dvsec_cxl_lock
Table 8-94: por_ccla_cfg register summary,0x1F90,por_ccla_ras_err_en,RW,por_ccla_ras_err_en
Table 8-94: por_ccla_cfg register summary,0x1F98,por_ccla_ras_viral_en,RW,por_ccla_ras_viral_en
Table 8-94: por_ccla_cfg register summary,0xF18,por_ccla_dvsec_flex_bus_port_control,RW,por_ccla_dvsec_flex_bus_port_control
Table 8-94: por_ccla_cfg register summary,0xF40,por_ccla_err_capabilities_control,RW,por_ccla_err_capabilities_control
Table 8-94: por_ccla_cfg register summary,0xF58,por_ccla_IDE_key_refresh_time_control,RW,por_ccla_IDE_key_refresh_time_control
Table 8-94: por_ccla_cfg register summary,0xF60,por_ccla_IDE_truncation_transmit_delay_control,RW,por_ccla_IDE_truncation_transmit_delay_control
Table 8-94: por_ccla_cfg register summary,0xF90,por_ccla_IDE_outbound_state,RO,por_ccla_IDE_outbound_state
Table 8-94: por_ccla_cfg register summary,0xF98,por_ccla_IDE_inbound_state,RO,por_ccla_IDE_inbound_state
Table 8-94: por_ccla_cfg register summary,0xF70,por_ccla_ll_to_ull_msg,RW,por_ccla_ll_to_ull_msg
Table 8-94: por_ccla_cfg register summary,0xF80,por_ccla_cxl_timeout_iso_ctl,RW,por_ccla_cxl_timeout_iso_ctl
Table 8-94: por_ccla_cfg register summary,0xF88,por_ccla_cxl_timeout_iso_capability,RW,por_ccla_cxl_timeout_iso_capability
Table 8-94: por_ccla_cfg register summary,0xF78,por_ccla_cxl_timeout_iso_status,RW,por_ccla_cxl_timeout_iso_status
Table 8-94: por_ccla_cfg register summary,0x1020,por_ccla_timeout_base_value_cycles,RW,por_ccla_timeout_base_value_cycles
Table 8-94: por_ccla_cfg register summary,0xE58,por_ccla_CXL_Cache_ID_Decoder_Capability,RW,por_ccla_CXL_Cache_ID_Decoder_Capability
Table 8-94: por_ccla_cfg register summary,0xE60,por_ccla_CXL_Cache_ID_Decoder_Control,RW,por_ccla_CXL_Cache_ID_Decoder_Control
Table 8-94: por_ccla_cfg register summary,0xE68,por_ccla_CXL_Cache_ID_Decoder_Status,RW,por_ccla_CXL_Cache_ID_Decoder_Status
Table 8-94: por_ccla_cfg register summary,0xF28,por_ccla_root_port_n_security_policy,RW,por_ccla_root_port_n_security_policy
Table 8-94: por_ccla_cfg register summary,0xF30,por_ccla_root_port_n_id,RW,por_ccla_root_port_n_id
Table 8-94: por_ccla_cfg register summary,0xE18,por_ccla_cxl_link_layer_defeature,RW,por_ccla_cxl_link_layer_defeature
Table 8-94: por_ccla_cfg register summary,0xE20,por_ccla_ull_ctl,RW,por_ccla_ull_ctl
Table 8-94: por_ccla_cfg register summary,0xE28,por_ccla_ull_status,RO,por_ccla_ull_status
Table 8-94: por_ccla_cfg register summary,0xE30,por_ccla_cxl_ll_errinject_ctl,RW,por_ccla_cxl_ll_errinject_ctl
Table 8-94: por_ccla_cfg register summary,0xE38,por_ccla_cxl_ll_errinject_stat,RO,por_ccla_cxl_ll_errinject_stat
Table 8-94: por_ccla_cfg register summary,0xE40,por_ccla_cxl_viral_prop_en,RW,por_ccla_cxl_viral_prop_en
Table 8-94: por_ccla_cfg register summary,0xD908,por_ccla_pmu_event_sel,RW,por_ccla_pmu_event_sel
Table 8-94: por_ccla_cfg register summary,0xF700,por_ccla_c2c_port_register_offset_header,RO,por_ccla_c2c_port_register_offset_header
Table 8-94: por_ccla_cfg register summary,0xF708,por_ccla_c2c_port_register_offset_table_0,RO,por_ccla_c2c_port_register_offset_table_0
Table 8-94: por_ccla_cfg register summary,0xF710,por_ccla_c2c_port_register_offset_table_1,RO,por_ccla_c2c_port_register_offset_table_1
Table 8-94: por_ccla_cfg register summary,0xF718,por_ccla_c2c_port_capabilities_and_control_header,RO,por_ccla_c2c_port_capabilities_and_control_header
Table 8-94: por_ccla_cfg register summary,0xF720,por_ccla_c2c_port_capabilities_1,RO,por_ccla_c2c_port_capabilities_1
Table 8-94: por_ccla_cfg register summary,0xF728,por_ccla_c2c_port_capabilities_2,RO,por_ccla_c2c_port_capabilities_2
Table 8-94: por_ccla_cfg register summary,0xF730,por_ccla_c2c_port_control_and_status,RW,por_ccla_c2c_port_control_and_status
Table 8-94: por_ccla_cfg register summary,0xF738,por_ccla_c2c_port_ingressid_route_table_header,RO,por_ccla_c2c_port_ingressid_route_table_header
Table 8-94: por_ccla_cfg register summary,0xF828,por_ccla_c2c_port_ingressid_route_table_capabilities,RO,por_ccla_c2c_port_ingressid_route_table_capabilities
Table 8-94: por_ccla_cfg register summary,0xF740,por_ccla_c2c_port_ingressid_route_table_control_and_status,RW,por_ccla_c2c_port_ingressid_route_table_control_and_status
Table 8-94: por_ccla_cfg register summary,0xF748,por_ccla_c2c_port_ingressid_route_entry_0,RW,por_ccla_c2c_port_ingressid_route_entry_0
Table 8-94: por_ccla_cfg register summary,0xF750,por_ccla_c2c_port_egressid_route_table_header,RO,por_ccla_c2c_port_egressid_route_table_header
Table 8-94: por_ccla_cfg register summary,0xF820,por_ccla_c2c_port_egressid_route_table_capabilities,RO,por_ccla_c2c_port_egressid_route_table_capabilities
Table 8-94: por_ccla_cfg register summary,0xF758,por_ccla_c2c_port_egressid_route_table_control_and_status,RW,por_ccla_c2c_port_egressid_route_table_control_and_status
Table 8-94: por_ccla_cfg register summary,0xF760,por_ccla_c2c_port_egressid_route_entry_0,RW,por_ccla_c2c_port_egressid_route_entry_0
Table 8-94: por_ccla_cfg register summary,0xF768,por_ccla_c2c_logical_linkend_common_header,RO,por_ccla_c2c_logical_linkend_common_header
Table 8-94: por_ccla_cfg register summary,0xF770,por_ccla_c2c_logical_linkend_offset_register,RO,por_ccla_c2c_logical_linkend_offset_register
Table 8-94: por_ccla_cfg register summary,0xF778,por_ccla_c2c_logical_linkend_0-0_header,RO,por_ccla_c2c_logical_linkend_0-0_header
Table 8-94: por_ccla_cfg register summary,0xF780,por_ccla_c2c_logical_linkend_0-0_control_and_status,RW,por_ccla_c2c_logical_linkend_0-0_control_and_status
Table 8-94: por_ccla_cfg register summary,0xF788,por_ccla_c2c_logical_linkend_0-0_map_table,RW,por_ccla_c2c_logical_linkend_0-0_map_table
Table 8-94: por_ccla_cfg register summary,0xF790,por_ccla_c2c_linkproperties_supported_uniform1_0-0,RO,por_ccla_c2c_linkproperties_supported_uniform1_0-0
Table 8-94: por_ccla_cfg register summary,0xF798,por_ccla_c2c_linkproperties_advertised_uniform1_0-0,RW,por_ccla_c2c_linkproperties_advertised_uniform1_0-0
Table 8-94: por_ccla_cfg register summary,0xF7A0,por_ccla_c2c_linkproperties_informed_uniform1_0-0,RO,por_ccla_c2c_linkproperties_informed_uniform1_0-0
Table 8-94: por_ccla_cfg register summary,0xF7A8,por_ccla_c2c_linkproperties_negotiated_uniform1_0-0,RO,por_ccla_c2c_linkproperties_negotiated_uniform1_0-0
Table 8-94: por_ccla_cfg register summary,0xF7B0,por_ccla_c2c_linkproperties_supported_rx1_0-0,RO,por_ccla_c2c_linkproperties_supported_rx1_0-0
Table 8-94: por_ccla_cfg register summary,0xF7B8,por_ccla_c2c_linkproperties_advertised_rx1_0-0,RW,por_ccla_c2c_linkproperties_advertised_rx1_0-0
Table 8-94: por_ccla_cfg register summary,0xF7C0,por_ccla_c2c_linkproperties_informed_rx1_0-0,RO,por_ccla_c2c_linkproperties_informed_rx1_0-0
Table 8-94: por_ccla_cfg register summary,0xF7C8,por_ccla_c2c_linkproperties_negotiated_rx1_0-0,RO,por_ccla_c2c_linkproperties_negotiated_rx1_0-0
Table 8-94: por_ccla_cfg register summary,0xF7D0,por_ccla_c2c_linkproperties_supported_tx1_0-0,RO,por_ccla_c2c_linkproperties_supported_tx1_0-0
Table 8-94: por_ccla_cfg register summary,0xF7D8,por_ccla_c2c_linkproperties_advertised_tx1_0-0,RW,por_ccla_c2c_linkproperties_advertised_tx1_0-0
